ReturnDate,TerritoryKey,ProductKey,ReturnQuantity,Product_Price,Return_Amount
07-09-2016,9,358,1,943.2882,943.2882
08-09-2016,9,360,1,943.2882,943.2882
08-09-2016,9,538,1,13.4527,13.4527
10-09-2016,9,385,1,394.7883,394.7883
10-09-2016,9,528,1,3.1237,3.1237
11-09-2016,9,480,1,1.4335,1.4335
13-09-2016,9,478,1,6.2537,6.2537
18-09-2016,9,529,1,2.4977,2.4977
26-09-2016,9,488,1,12.4177,12.4177
28-09-2016,9,223,1,2.939,2.939
30-09-2016,9,605,1,196.3404,196.3404
02-10-2016,9,215,1,21.6164,21.6164
04-10-2016,9,214,1,21.9037,21.9037
06-10-2016,9,223,1,2.939,2.939
06-10-2016,9,360,1,943.2882,943.2882
06-10-2016,9,477,1,3.1237,3.1237
06-10-2016,9,478,1,6.2537,6.2537
06-10-2016,9,488,1,12.4177,12.4177
08-10-2016,9,480,1,1.4335,1.4335
08-10-2016,9,540,1,20.4076,20.4076
09-10-2016,9,477,1,3.1237,3.1237
10-10-2016,9,478,1,6.2537,6.2537
10-10-2016,9,529,1,2.4977,2.4977
10-10-2016,9,535,1,15.6437,15.6437
11-10-2016,9,530,1,3.1237,3.1237
12-10-2016,9,360,1,943.2882,943.2882
13-10-2016,9,223,1,2.939,2.939
13-10-2016,9,383,1,394.7883,394.7883
14-10-2016,9,477,1,3.1237,3.1237
16-10-2016,9,489,1,12.4177,12.4177
17-10-2016,9,485,1,13.7595,13.7595
17-10-2016,9,538,1,13.4527,13.4527
19-10-2016,9,220,1,21.6164,21.6164
19-10-2016,9,354,1,953.5637,953.5637
20-10-2016,9,464,1,13.8345,13.8345
21-10-2016,9,537,1,21.91,21.91
21-10-2016,9,539,1,15.6437,15.6437
22-10-2016,9,479,1,5.6277,5.6277
22-10-2016,9,537,1,21.91,21.91
25-10-2016,9,477,1,3.1237,3.1237
25-10-2016,9,481,1,5.6277,5.6277
26-10-2016,9,541,1,18.1477,18.1477
27-10-2016,9,489,1,12.4177,12.4177
28-10-2016,9,220,1,21.6164,21.6164
28-10-2016,9,477,1,3.1237,3.1237
29-10-2016,9,538,1,13.4527,13.4527
30-10-2016,9,358,1,943.2882,943.2882
31-10-2016,9,604,1,196.3404,196.3404
02-11-2016,9,214,1,21.9037,21.9037
03-11-2016,9,489,1,12.4177,12.4177
05-11-2016,9,480,1,1.4335,1.4335
07-11-2016,9,477,1,3.1237,3.1237
07-11-2016,9,535,1,15.6437,15.6437
07-11-2016,9,537,1,21.91,21.91
07-11-2016,9,604,1,196.3404,196.3404
09-11-2016,9,477,1,3.1237,3.1237
12-11-2016,9,535,1,15.6437,15.6437
13-11-2016,9,375,1,860.8787,860.8787
14-11-2016,9,537,1,21.91,21.91
14-11-2016,9,592,1,256.7721,256.7721
17-11-2016,9,487,1,34.4237,34.4237
18-11-2016,9,220,1,21.6164,21.6164
19-11-2016,9,214,1,21.9037,21.9037
19-11-2016,9,582,1,618.48,618.48
20-11-2016,9,487,1,34.4237,34.4237
22-11-2016,9,489,1,12.4177,12.4177
23-11-2016,9,214,1,21.9037,21.9037
24-11-2016,9,536,1,18.7737,18.7737
27-11-2016,9,462,1,13.8345,13.8345
28-11-2016,9,215,1,21.6164,21.6164
28-11-2016,9,589,1,349.7116,349.7116
30-11-2016,9,606,1,196.3404,196.3404
01-12-2016,9,214,1,21.9037,21.9037
01-12-2016,9,540,1,20.4076,20.4076
03-12-2016,9,488,1,12.4177,12.4177
04-12-2016,9,529,1,2.4977,2.4977
05-12-2016,9,477,1,3.1237,3.1237
07-12-2016,9,564,1,902.1321,902.1321
08-12-2016,9,490,1,12.4177,12.4177
08-12-2016,9,577,1,459.6992,459.6992
09-12-2016,9,479,1,5.6277,5.6277
09-12-2016,9,530,1,3.1237,3.1237
10-12-2016,9,478,1,6.2537,6.2537
11-12-2016,9,476,1,43.8137,43.8137
11-12-2016,9,477,1,3.1237,3.1237
13-12-2016,9,486,1,99.534,99.534
13-12-2016,9,530,1,3.1237,3.1237
15-12-2016,9,535,1,15.6437,15.6437
15-12-2016,9,572,1,280.9052,280.9052
16-12-2016,9,385,1,394.7883,394.7883
19-12-2016,9,576,1,902.1321,902.1321
20-12-2016,9,535,1,15.6437,15.6437
23-12-2016,9,484,1,4.9767,4.9767
24-12-2016,9,529,1,2.4977,2.4977
24-12-2016,9,530,1,3.1237,3.1237
25-12-2016,9,229,1,16.3429,16.3429
25-12-2016,9,530,1,3.1237,3.1237
26-12-2016,9,387,1,394.7883,394.7883
27-12-2016,9,479,1,5.6277,5.6277
27-12-2016,9,480,1,1.4335,1.4335
28-12-2016,9,562,1,902.1321,902.1321
28-12-2016,9,605,1,196.3404,196.3404
01-01-2017,9,477,1,3.1237,3.1237
01-01-2017,9,528,1,3.1237,3.1237
02-01-2017,9,214,1,21.9037,21.9037
02-01-2017,9,561,1,902.1321,902.1321
03-01-2017,9,477,1,3.1237,3.1237
04-01-2017,9,484,1,4.9767,4.9767
06-01-2017,9,223,1,2.939,2.939
06-01-2017,9,385,1,394.7883,394.7883
09-01-2017,9,214,1,21.9037,21.9037
11-01-2017,9,215,1,21.6164,21.6164
11-01-2017,9,477,1,3.1237,3.1237
11-01-2017,9,484,1,4.9767,4.9767
11-01-2017,9,576,1,902.1321,902.1321
12-01-2017,9,473,1,39.751,39.751
12-01-2017,9,479,1,5.6277,5.6277
13-01-2017,9,473,1,39.751,39.751
14-01-2017,9,371,1,860.8787,860.8787
15-01-2017,9,360,1,943.2882,943.2882
15-01-2017,9,488,1,12.4177,12.4177
15-01-2017,9,529,1,2.4977,2.4977
16-01-2017,9,540,1,20.4076,20.4076
17-01-2017,9,477,1,3.1237,3.1237
17-01-2017,9,485,1,13.7595,13.7595
18-01-2017,9,471,1,39.751,39.751
18-01-2017,9,474,1,43.8137,43.8137
18-01-2017,9,477,1,3.1237,3.1237
19-01-2017,9,214,1,21.9037,21.9037
19-01-2017,9,541,1,18.1477,18.1477
20-01-2017,9,485,1,13.7595,13.7595
21-01-2017,9,489,1,12.4177,12.4177
22-01-2017,9,215,1,21.6164,21.6164
22-01-2017,9,477,1,3.1237,3.1237
28-01-2017,9,358,1,943.2882,943.2882
28-01-2017,9,371,1,860.8787,860.8787
28-01-2017,9,487,1,34.4237,34.4237
29-01-2017,9,466,1,13.8345,13.8345
30-01-2017,9,462,1,13.8345,13.8345
01-02-2017,9,528,1,3.1237,3.1237
04-02-2017,9,560,1,459.6992,459.6992
05-02-2017,9,478,1,6.2537,6.2537
05-02-2017,9,604,1,196.3404,196.3404
07-02-2017,9,472,1,39.751,39.751
07-02-2017,9,528,1,3.1237,3.1237
08-02-2017,9,477,1,3.1237,3.1237
12-02-2017,9,480,1,1.4335,1.4335
12-02-2017,9,485,1,13.7595,13.7595
13-02-2017,9,214,1,21.9037,21.9037
13-02-2017,9,528,1,3.1237,3.1237
14-02-2017,9,477,1,3.1237,3.1237
15-02-2017,9,606,1,196.3404,196.3404
17-02-2017,9,385,1,394.7883,394.7883
17-02-2017,9,477,1,3.1237,3.1237
19-02-2017,9,583,1,618.48,618.48
20-02-2017,9,477,1,3.1237,3.1237
20-02-2017,9,530,1,3.1237,3.1237
21-02-2017,9,477,1,3.1237,3.1237
21-02-2017,9,580,1,618.48,618.48
22-02-2017,9,479,1,5.6277,5.6277
22-02-2017,9,484,1,4.9767,4.9767
23-02-2017,9,539,1,15.6437,15.6437
24-02-2017,9,562,1,902.1321,902.1321
27-02-2017,9,226,1,16.3429,16.3429
27-02-2017,9,478,1,6.2537,6.2537
28-02-2017,9,479,1,5.6277,5.6277
28-02-2017,9,482,1,5.6277,5.6277
28-02-2017,9,539,1,15.6437,15.6437
01-03-2017,9,220,1,21.6164,21.6164
02-03-2017,9,474,1,43.8137,43.8137
04-03-2017,9,528,1,3.1237,3.1237
05-03-2017,9,223,1,2.939,2.939
07-03-2017,9,214,1,21.9037,21.9037
08-03-2017,9,354,1,953.5637,953.5637
08-03-2017,9,605,1,196.3404,196.3404
09-03-2017,9,536,1,18.7737,18.7737
13-03-2017,9,352,1,953.5637,953.5637
13-03-2017,9,358,1,943.2882,943.2882
14-03-2017,9,530,1,3.1237,3.1237
14-03-2017,9,606,1,196.3404,196.3404
16-03-2017,9,489,1,12.4177,12.4177
16-03-2017,9,537,1,21.91,21.91
17-03-2017,9,541,1,18.1477,18.1477
18-03-2017,9,538,1,13.4527,13.4527
19-03-2017,9,475,1,43.8137,43.8137
20-03-2017,9,466,1,13.8345,13.8345
21-03-2017,9,220,1,21.6164,21.6164
21-03-2017,9,573,1,902.1321,902.1321
22-03-2017,9,220,1,21.6164,21.6164
22-03-2017,9,480,1,1.4335,1.4335
24-03-2017,9,477,1,3.1237,3.1237
25-03-2017,9,477,1,3.1237,3.1237
25-03-2017,9,538,1,13.4527,13.4527
28-03-2017,9,223,1,2.939,2.939
28-03-2017,9,473,1,39.751,39.751
28-03-2017,9,476,1,43.8137,43.8137
03-04-2017,9,235,1,16.3429,16.3429
03-04-2017,9,536,1,18.7737,18.7737
03-04-2017,9,564,1,902.1321,902.1321
04-04-2017,9,477,1,3.1237,3.1237
08-04-2017,9,488,1,12.4177,12.4177
09-04-2017,9,539,1,15.6437,15.6437
10-04-2017,9,484,1,4.9767,4.9767
11-04-2017,9,375,1,860.8787,860.8787
11-04-2017,9,484,1,4.9767,4.9767
11-04-2017,9,563,1,902.1321,902.1321
12-04-2017,9,477,1,3.1237,3.1237
13-04-2017,9,483,1,75.12,75.12
15-04-2017,9,480,1,1.4335,1.4335
17-04-2017,9,565,1,280.9052,280.9052
17-04-2017,9,567,1,280.9052,280.9052
18-04-2017,9,479,1,5.6277,5.6277
21-04-2017,9,383,1,394.7883,394.7883
23-04-2017,9,480,1,1.4335,1.4335
24-04-2017,9,589,1,349.7116,349.7116
25-04-2017,9,479,1,5.6277,5.6277
25-04-2017,9,538,1,13.4527,13.4527
26-04-2017,9,488,1,12.4177,12.4177
27-04-2017,9,214,1,21.9037,21.9037
27-04-2017,9,580,1,618.48,618.48
28-04-2017,9,377,1,860.8787,860.8787
28-04-2017,9,535,1,15.6437,15.6437
30-04-2017,9,480,1,1.4335,1.4335
02-05-2017,9,480,1,1.4335,1.4335
03-05-2017,9,529,1,2.4977,2.4977
05-05-2017,9,480,1,1.4335,1.4335
05-05-2017,9,487,1,34.4237,34.4237
06-05-2017,9,480,1,1.4335,1.4335
08-05-2017,9,223,1,2.939,2.939
08-05-2017,9,535,1,15.6437,15.6437
09-05-2017,9,480,1,1.4335,1.4335
09-05-2017,9,528,1,3.1237,3.1237
09-05-2017,9,537,1,21.91,21.91
14-05-2017,9,477,1,3.1237,3.1237
15-05-2017,9,214,1,21.9037,21.9037
16-05-2017,9,214,1,21.9037,21.9037
16-05-2017,9,487,1,34.4237,34.4237
16-05-2017,9,488,1,12.4177,12.4177
18-05-2017,9,536,1,18.7737,18.7737
19-05-2017,9,214,1,21.9037,21.9037
19-05-2017,9,389,1,394.7883,394.7883
21-05-2017,9,487,1,34.4237,34.4237
22-05-2017,9,215,1,21.6164,21.6164
24-05-2017,9,562,1,902.1321,902.1321
24-05-2017,9,579,1,459.6992,459.6992
25-05-2017,9,223,1,2.939,2.939
25-05-2017,9,488,1,12.4177,12.4177
26-05-2017,9,479,1,5.6277,5.6277
28-05-2017,9,220,1,21.6164,21.6164
28-05-2017,9,482,1,5.6277,5.6277
29-05-2017,9,214,1,21.9037,21.9037
29-05-2017,9,220,1,21.6164,21.6164
29-05-2017,9,379,1,860.8787,860.8787
29-05-2017,9,462,1,13.8345,13.8345
29-05-2017,9,478,1,6.2537,6.2537
30-05-2017,9,220,1,21.6164,21.6164
30-05-2017,9,480,1,1.4335,1.4335
30-05-2017,9,537,1,21.91,21.91
30-05-2017,9,582,1,618.48,618.48
31-05-2017,9,484,1,4.9767,4.9767
31-05-2017,9,584,1,196.3404,196.3404
03-06-2017,9,478,1,6.2537,6.2537
03-06-2017,9,479,1,5.6277,5.6277
03-06-2017,9,488,1,12.4177,12.4177
06-06-2017,9,360,1,943.2882,943.2882
07-06-2017,9,352,1,953.5637,953.5637
07-06-2017,9,464,1,13.8345,13.8345
07-06-2017,9,537,1,21.91,21.91
07-06-2017,9,538,1,13.4527,13.4527
08-06-2017,9,477,1,3.1237,3.1237
08-06-2017,9,485,1,13.7595,13.7595
09-06-2017,9,387,1,394.7883,394.7883
09-06-2017,9,471,1,39.751,39.751
11-06-2017,9,485,1,13.7595,13.7595
11-06-2017,9,529,1,2.4977,2.4977
11-06-2017,9,584,1,196.3404,196.3404
12-06-2017,9,214,1,21.9037,21.9037
12-06-2017,9,529,1,2.4977,2.4977
12-06-2017,9,537,1,21.91,21.91
13-06-2017,9,214,1,21.9037,21.9037
13-06-2017,9,215,1,21.6164,21.6164
14-06-2017,9,491,1,12.4177,12.4177
15-06-2017,9,480,1,1.4335,1.4335
16-06-2017,9,479,1,5.6277,5.6277
17-06-2017,9,489,1,12.4177,12.4177
17-06-2017,9,528,1,3.1237,3.1237
17-06-2017,9,535,1,15.6437,15.6437
19-06-2017,9,487,1,34.4237,34.4237
20-06-2017,9,362,1,943.2882,943.2882
21-06-2017,9,462,1,13.8345,13.8345
21-06-2017,9,477,1,3.1237,3.1237
22-06-2017,9,477,1,3.1237,3.1237
22-06-2017,9,584,1,196.3404,196.3404
23-06-2017,9,539,1,15.6437,15.6437
23-06-2017,9,562,1,902.1321,902.1321
23-06-2017,9,563,1,902.1321,902.1321
24-06-2017,9,474,1,43.8137,43.8137
25-06-2017,9,477,1,3.1237,3.1237
25-06-2017,9,478,1,6.2537,6.2537
25-06-2017,9,484,1,4.9767,4.9767
25-06-2017,9,539,1,15.6437,15.6437
26-06-2017,9,538,1,13.4527,13.4527
29-06-2017,9,477,1,3.1237,3.1237
30-06-2017,9,477,1,3.1237,3.1237
22-01-2015,4,311,1,1406.9758,1406.9758
14-03-2015,4,346,1,1487.8356,1487.8356
22-03-2015,4,311,1,1406.9758,1406.9758
25-04-2015,4,324,1,285.9519,285.9519
01-05-2015,4,312,1,1406.9758,1406.9758
30-05-2015,4,314,1,1406.9758,1406.9758
05-06-2015,4,313,1,1406.9758,1406.9758
07-06-2015,4,342,1,285.9519,285.9519
03-07-2015,4,373,1,860.8787,860.8787
26-08-2015,4,387,1,394.7883,394.7883
28-08-2015,4,370,1,924.5636,924.5636
04-12-2015,4,324,1,285.9519,285.9519
16-12-2015,4,377,1,860.8787,860.8787
18-12-2015,4,352,1,953.5637,953.5637
23-01-2016,4,332,1,285.9519,285.9519
31-01-2016,4,360,1,943.2882,943.2882
14-02-2016,4,381,1,394.7883,394.7883
27-04-2016,4,373,1,860.8787,860.8787
21-05-2016,4,371,1,860.8787,860.8787
31-05-2016,4,369,1,924.5636,924.5636
10-06-2016,4,356,1,953.5637,953.5637
13-06-2016,4,371,1,860.8787,860.8787
15-06-2016,4,332,1,285.9519,285.9519
11-07-2016,4,477,1,3.1237,3.1237
12-07-2016,4,478,1,6.2537,6.2537
13-07-2016,4,352,1,953.5637,953.5637
14-07-2016,4,605,1,196.3404,196.3404
15-07-2016,4,478,1,6.2537,6.2537
19-07-2016,4,537,1,21.91,21.91
31-07-2016,4,540,1,20.4076,20.4076
01-08-2016,4,487,1,34.4237,34.4237
02-08-2016,4,477,1,3.1237,3.1237
05-08-2016,4,484,1,4.9767,4.9767
05-08-2016,4,528,1,3.1237,3.1237
11-08-2016,4,385,1,394.7883,394.7883
12-08-2016,4,529,1,2.4977,2.4977
12-08-2016,4,535,1,15.6437,15.6437
13-08-2016,4,478,1,6.2537,6.2537
13-08-2016,4,487,1,34.4237,34.4237
16-08-2016,4,356,1,953.5637,953.5637
16-08-2016,4,485,1,13.7595,13.7595
17-08-2016,4,220,1,21.6164,21.6164
20-08-2016,4,529,1,2.4977,2.4977
22-08-2016,4,220,1,21.6164,21.6164
23-08-2016,4,477,1,3.1237,3.1237
24-08-2016,4,478,1,6.2537,6.2537
24-08-2016,4,480,1,1.4335,1.4335
24-08-2016,4,486,1,99.534,99.534
24-08-2016,4,528,1,3.1237,3.1237
25-08-2016,4,215,1,21.6164,21.6164
25-08-2016,4,232,1,16.3429,16.3429
25-08-2016,4,565,1,280.9052,280.9052
28-08-2016,4,575,1,902.1321,902.1321
29-08-2016,4,477,1,3.1237,3.1237
29-08-2016,4,489,1,12.4177,12.4177
30-08-2016,4,464,1,13.8345,13.8345
03-09-2016,4,466,1,13.8345,13.8345
05-09-2016,4,362,1,943.2882,943.2882
05-09-2016,4,537,1,21.91,21.91
06-09-2016,4,477,1,3.1237,3.1237
06-09-2016,4,478,1,6.2537,6.2537
07-09-2016,4,220,1,21.6164,21.6164
09-09-2016,4,477,1,3.1237,3.1237
12-09-2016,4,214,1,21.9037,21.9037
13-09-2016,4,358,1,943.2882,943.2882
13-09-2016,4,474,1,43.8137,43.8137
16-09-2016,4,477,1,3.1237,3.1237
17-09-2016,4,464,1,13.8345,13.8345
21-09-2016,4,477,1,3.1237,3.1237
22-09-2016,4,535,1,15.6437,15.6437
23-09-2016,4,477,1,3.1237,3.1237
26-09-2016,4,477,1,3.1237,3.1237
26-09-2016,4,485,1,13.7595,13.7595
30-09-2016,4,605,1,196.3404,196.3404
01-10-2016,4,478,1,6.2537,6.2537
02-10-2016,4,214,1,21.9037,21.9037
02-10-2016,4,529,1,2.4977,2.4977
04-10-2016,4,479,1,5.6277,5.6277
04-10-2016,4,487,1,34.4237,34.4237
06-10-2016,4,485,1,13.7595,13.7595
08-10-2016,4,477,1,3.1237,3.1237
09-10-2016,4,223,1,2.939,2.939
10-10-2016,4,232,1,16.3429,16.3429
10-10-2016,4,464,1,13.8345,13.8345
10-10-2016,4,537,1,21.91,21.91
11-10-2016,4,528,1,3.1237,3.1237
14-10-2016,4,215,1,21.6164,21.6164
16-10-2016,4,479,1,5.6277,5.6277
16-10-2016,4,485,1,13.7595,13.7595
19-10-2016,4,589,1,349.7116,349.7116
21-10-2016,4,482,1,5.6277,5.6277
23-10-2016,4,360,1,943.2882,943.2882
23-10-2016,4,485,1,13.7595,13.7595
24-10-2016,4,214,1,21.9037,21.9037
25-10-2016,4,540,1,20.4076,20.4076
25-10-2016,4,606,1,196.3404,196.3404
26-10-2016,4,488,1,12.4177,12.4177
28-10-2016,4,223,1,2.939,2.939
29-10-2016,4,581,1,618.48,618.48
30-10-2016,4,537,1,21.91,21.91
31-10-2016,4,215,1,21.6164,21.6164
02-11-2016,4,215,1,21.6164,21.6164
03-11-2016,4,474,1,43.8137,43.8137
03-11-2016,4,541,1,18.1477,18.1477
04-11-2016,4,466,1,13.8345,13.8345
08-11-2016,4,472,1,39.751,39.751
10-11-2016,4,530,1,3.1237,3.1237
12-11-2016,4,480,1,1.4335,1.4335
14-11-2016,4,478,1,6.2537,6.2537
15-11-2016,4,478,1,6.2537,6.2537
15-11-2016,4,560,1,459.6992,459.6992
16-11-2016,4,538,1,13.4527,13.4527
19-11-2016,4,220,1,21.6164,21.6164
19-11-2016,4,377,1,860.8787,860.8787
19-11-2016,4,486,1,99.534,99.534
19-11-2016,4,541,1,18.1477,18.1477
20-11-2016,4,481,1,5.6277,5.6277
21-11-2016,4,362,1,943.2882,943.2882
21-11-2016,4,464,1,13.8345,13.8345
22-11-2016,4,356,1,953.5637,953.5637
22-11-2016,4,485,1,13.7595,13.7595
23-11-2016,4,215,1,21.6164,21.6164
23-11-2016,4,476,1,43.8137,43.8137
25-11-2016,4,485,1,13.7595,13.7595
26-11-2016,4,529,1,2.4977,2.4977
28-11-2016,4,477,1,3.1237,3.1237
30-11-2016,4,214,1,21.9037,21.9037
30-11-2016,4,535,1,15.6437,15.6437
05-12-2016,4,214,1,21.9037,21.9037
05-12-2016,4,528,1,3.1237,3.1237
06-12-2016,4,215,1,21.6164,21.6164
07-12-2016,4,466,1,13.8345,13.8345
07-12-2016,4,528,1,3.1237,3.1237
07-12-2016,4,540,1,20.4076,20.4076
08-12-2016,4,214,1,21.9037,21.9037
09-12-2016,4,223,1,2.939,2.939
09-12-2016,4,480,1,1.4335,1.4335
09-12-2016,4,530,1,3.1237,3.1237
09-12-2016,4,537,1,21.91,21.91
12-12-2016,4,220,1,21.6164,21.6164
13-12-2016,4,535,1,15.6437,15.6437
14-12-2016,4,479,1,5.6277,5.6277
17-12-2016,4,220,1,21.6164,21.6164
17-12-2016,4,583,1,618.48,618.48
23-12-2016,4,215,1,21.6164,21.6164
23-12-2016,4,477,1,3.1237,3.1237
23-12-2016,4,488,1,12.4177,12.4177
24-12-2016,4,481,1,5.6277,5.6277
25-12-2016,4,476,1,43.8137,43.8137
25-12-2016,4,588,1,349.7116,349.7116
26-12-2016,4,214,1,21.9037,21.9037
28-12-2016,4,214,1,21.9037,21.9037
28-12-2016,4,538,1,13.4527,13.4527
30-12-2016,4,381,1,394.7883,394.7883
30-12-2016,4,484,1,4.9767,4.9767
31-12-2016,4,223,1,2.939,2.939
31-12-2016,4,537,1,21.91,21.91
02-01-2017,4,215,1,21.6164,21.6164
02-01-2017,4,479,1,5.6277,5.6277
03-01-2017,4,485,1,13.7595,13.7595
04-01-2017,4,536,1,18.7737,18.7737
09-01-2017,4,478,1,6.2537,6.2537
09-01-2017,4,479,1,5.6277,5.6277
10-01-2017,4,577,1,459.6992,459.6992
11-01-2017,4,529,1,2.4977,2.4977
11-01-2017,4,537,1,21.91,21.91
12-01-2017,4,484,1,4.9767,4.9767
13-01-2017,4,529,1,2.4977,2.4977
17-01-2017,4,214,1,21.9037,21.9037
17-01-2017,4,220,1,21.6164,21.6164
17-01-2017,4,528,1,3.1237,3.1237
18-01-2017,4,487,1,34.4237,34.4237
18-01-2017,4,528,1,3.1237,3.1237
21-01-2017,4,477,1,3.1237,3.1237
22-01-2017,4,529,1,2.4977,2.4977
26-01-2017,4,480,1,1.4335,1.4335
26-01-2017,4,530,1,3.1237,3.1237
28-01-2017,4,485,1,13.7595,13.7595
29-01-2017,4,606,1,196.3404,196.3404
30-01-2017,4,528,1,3.1237,3.1237
31-01-2017,4,477,1,3.1237,3.1237
01-02-2017,4,477,1,3.1237,3.1237
01-02-2017,4,485,1,13.7595,13.7595
04-02-2017,4,529,1,2.4977,2.4977
05-02-2017,4,477,1,3.1237,3.1237
05-02-2017,4,541,1,18.1477,18.1477
06-02-2017,4,479,1,5.6277,5.6277
06-02-2017,4,528,1,3.1237,3.1237
06-02-2017,4,530,1,3.1237,3.1237
06-02-2017,4,539,1,15.6437,15.6437
07-02-2017,4,476,1,43.8137,43.8137
07-02-2017,4,487,1,34.4237,34.4237
08-02-2017,4,215,1,21.6164,21.6164
08-02-2017,4,478,1,6.2537,6.2537
12-02-2017,4,477,1,3.1237,3.1237
12-02-2017,4,480,1,1.4335,1.4335
14-02-2017,4,530,1,3.1237,3.1237
15-02-2017,4,223,1,2.939,2.939
15-02-2017,4,536,1,18.7737,18.7737
15-02-2017,4,541,1,18.1477,18.1477
17-02-2017,4,214,1,21.9037,21.9037
18-02-2017,4,220,1,21.6164,21.6164
19-02-2017,4,528,1,3.1237,3.1237
19-02-2017,4,529,1,2.4977,2.4977
19-02-2017,4,537,1,21.91,21.91
20-02-2017,4,573,1,902.1321,902.1321
22-02-2017,4,223,1,2.939,2.939
22-02-2017,4,232,1,16.3429,16.3429
23-02-2017,4,226,1,16.3429,16.3429
23-02-2017,4,462,1,13.8345,13.8345
23-02-2017,4,475,1,43.8137,43.8137
